2246,537.78,179.41,24.322,59.321,3.0508
2247,544.19,179.35,26.452,64.516,3.1867
2248,549.35,179.35,26.452,64.516,3.2805
2249,554.52,184.52,26.452,64.516,3.2506
2250,559.68,189.68,26.452,64.516,3.589
2251,563.19,184.94,28.991,70.709,3.3827
2252,574.51,190.59,28.991,70.709,3.3054
2253,582.32,180.85,34.577,84.335,3.3809
2254,589.05,187.61,34.577,84.335,3.2183
2255,602.53,187.61,34.577,84.335,3.5305
2333,11.5,158,41,100,2.9587
2477,599.08,204.92,37.762,92.102,2.8648
2853,595.5,142,41,100,2.8333
2855,591.23,137.45,44.846,109.38,2.7624
3019,467.5,158,41,100,3.1513
3021,544.19,179.35,26.452,64.516,2.9559
3022,557.52,179.29,28.991,70.709,3.0753
3024,574.51,184.94,28.991,70.709,3.1272
3025,582.32,174.08,34.577,84.335,3.1994
3026,591.5,179.29,28.991,70.709,3.1068
3028,614.16,179.29,28.991,70.709,2.8355
3033,515.5,158,41,100,3.1372
3094,570,169.03,26.452,64.516,3.1317
3095,580.32,174.19,26.452,64.516,3.6425
3096,591.5,173.65,28.991,70.709,2.779
3190,65.205,163.64,44.846,109.38,2.7973
3346,611.29,205.16,26.452,64.516,3.0541
4036,513.23,205.16,26.452,64.516,2.7596
4085,599.62,170.77,31.538,76.923,3.2886
4272,608.5,168,28.991,70.709,2.8376
4399,447.7,184.16,24.322,59.321,2.7619
4400,453.4,191.23,18.579,45.496,0.0038085
4408,544.19,184.52,26.452,64.516,2.7749
4409,556.74,184.16,24.322,59.321,2.813
4471,393.27,179.29,28.991,70.709,3.2076
4472,398.94,179.29,28.991,70.709,2.883
4480,462.14,157.14,58.571,142.86,2.8625
4482,487,140,82,200,2.8392
4484,532.12,129.6,98.974,241.4,3.3591
4511,528.71,174.19,26.452,64.516,3.2872
4512,542.52,184.16,24.322,59.321,2.8828
4513,557.52,173.65,28.991,70.709,3.0003
4514,574.51,179.29,28.991,70.709,2.7813
4528,568.33,177.12,27.116,66.556,0.017414
4529,585.48,174.19,26.452,64.516,3.1895
4530,604.15,174.65,24.322,59.321,2.8127
4890,59.115,190.59,28.991,70.709,2.9711
4921,84.138,138.46,37.762,92.102,2.7842
4925,43.548,158.71,26.452,64.516,2.7956
4926,30.519,160.4,24.322,59.321,2.7955
4927,15,158.46,31.538,76.923,2.9149
5059,546.19,173.65,28.991,70.709,2.7799
5090,473.27,156.31,23.949,60.043,0.17758
5094,460.57,154.09,29.843,73.217,0.74384
5095,454.32,153.8,34.577,84.335,2.9981
5104,379.5,150,41,100,3.0008
5105,371.92,170.77,31.538,76.923,3.3943
5106,355.5,150,41,100,3.8348
5107,339.5,150,41,100,3.6712
5108,334.25,160.62,37.762,92.102,3.5659
5109,326.9,160.62,37.762,92.102,3.5938
5110,312.18,160.62,37.762,92.102,3.267
5111,291.5,158,41,100,2.9089
5112,285.89,174.08,34.577,84.335,3.1184
5113,266.85,146.18,44.846,109.38,3.9966
5114,258.08,154.91,44.846,109.38,4.3727
5115,243.5,158,41,100,3.5529
5116,236.54,183.08,31.538,76.923,3.3371
5117,219.5,166,41,100,3.8786
5118,195.5,166,41,100,3.2179
5119,191.58,187.61,34.577,84.335,3.0124
5121,152.88,163.64,44.846,109.38,2.938
5233,421.15,207.69,31.538,76.923,2.7972
5518,571.57,175.52,20.853,52.385,0.48369
5519,552,174.65,24.322,59.321,3.2678
5520,564.84,174.19,26.452,64.516,3.4106
5521,589.93,184.16,24.322,59.321,3.4764
5522,600.97,179.35,26.452,64.516,3.9321
5556,561.48,184.16,24.322,59.321,2.9488
5557,575.7,184.16,24.322,59.321,3.0278
5566,518.81,169.9,24.322,59.321,3.4192
5567,528.3,169.9,24.322,59.321,3.2722
5568,585.19,165.15,24.322,59.321,3.0309
5569,557.52,162.35,28.991,70.709,3.5438
5570,616.45,169.03,26.452,64.516,3.2081
5571,589.05,160.56,34.577,84.335,3.27
5586,585.48,174.19,26.452,64.516,2.9958
5587,606.47,180.17,22.198,54.464,0.15356
5588,614.16,173.65,28.991,70.709,2.912
5608,608.5,168,28.991,70.709,2.7705
5672,495,170.77,31.538,76.923,3.1822
5673,506.55,173.65,28.991,70.709,3.4086
5674,523.56,188.91,24.322,59.321,2.9642
5675,535.16,167.32,34.577,84.335,3.4895
5676,555.37,167.32,34.577,84.335,3.234
5677,579.5,158,41,100,3.7947
5678,603.5,166,41,100,3.6489
5682,504.59,179.41,24.322,59.321,2.9644
5685,523.54,173.65,28.991,70.709,3.1438
5687,595.5,150,41,100,3.1674
5689,566.03,167.15,35.841,89.056,0.64003
5690,584.37,168,37.762,92.102,3.088
5691,600,154.91,44.846,109.38,2.8053
5768,552,179.41,24.322,59.321,3.4637
5769,580.18,173.65,28.991,70.709,3.3499
5770,599.62,170.77,31.538,76.923,3.818
5771,611.92,170.77,31.538,76.923,2.8971
5783,533.04,169.9,24.322,59.321,2.7922
5784,548.77,174.49,23.17,56.839,0.30507
5785,556.55,171.92,26.346,64.635,0.25134
5807,552,179.41,24.322,59.321,3.617
5808,554.52,179.35,26.452,64.516,3.4534
5809,564.84,179.35,26.452,64.516,3.4639
5810,568.85,179.29,28.991,70.709,3.38
5811,581.15,170.77,31.538,76.923,3.6709
5812,593.46,176.92,31.538,76.923,3.5107
5828,471.94,174.19,26.452,64.516,2.9209
5864,343.41,179.41,24.322,59.321,2.8214
5866,367.11,179.41,24.322,59.321,2.773
5867,424,184.16,24.322,59.321,2.8943
5868,438.58,179.29,28.991,70.709,3.0675
5869,427.31,183.08,31.538,76.923,3.4638
5870,443.5,174,41,100,3.103
5871,468.49,172.36,44.846,109.38,3.2883
5872,503.56,172.36,44.846,109.38,3.3203
5873,546.92,156.92,63.077,153.85,3.2202
5884,434.11,174.08,34.577,84.335,2.7978
5887,521.1,172.36,44.846,109.38,2.7926
5894,547.5,174,41,100,2.9602
5895,579.5,182,41,100,3.1723
5907,571.15,122.61,53.647,130.85,2.9307
5984,529.2,168,28.991,70.709,2.8319
5987,539.05,183.17,22.212,54.501,0.031227
6023,603.5,158,41,100,2.8231
6024,611.29,189.68,26.452,64.516,2.9311
6027,603.19,170.28,34.672,85.101,0.25061
6028,603.03,171.61,34.549,84.784,0.14218
6029,599.08,168,37.762,92.102,3.0131
6030,599.08,168,37.762,92.102,2.901
6031,595.5,158,41,100,3.0254
6032,595.5,158,41,100,2.895
6033,603.37,170.38,35.412,86.976,0.78522
6034,602.88,171.88,35.015,85.981,0.76076
6035,595.5,166,41,100,3.3189
6036,595.5,166,41,100,2.8945
6037,595.5,158,41,100,3.0896
6039,599.08,168,37.762,92.102,3.026
6040,599.08,168,37.762,92.102,3.0452
6042,595.5,166,41,100,2.9507
6043,599.08,168,37.762,92.102,3.0342
6047,528.3,179.41,24.322,59.321,2.772
6048,606.44,168,37.762,92.102,2.9243
6049,533.04,179.41,24.322,59.321,2.8289
6135,579.5,158,41,100,2.7639
6204,531.5,142,41,100,2.9639
6461,131.5,134,41,100,2.9462
6486,547.5,142,41,100,2.8279
6487,547.5,142,41,100,2.8051
6488,586.87,122.4,49.058,119.65,2.8718
6492,472.24,122.4,49.058,119.65,2.9328
6494,300.74,174.65,24.322,59.321,3.194
6495,286.13,174.19,26.452,64.516,3.8132
6496,234.37,174.65,24.322,59.321,4.1512
6497,205.93,174.65,24.322,59.321,4.3323
6498,172.58,174.19,26.452,64.516,4.7955
6499,167.42,174.19,26.452,64.516,4.7223
6500,111.11,174.65,24.322,59.321,5.1308
6501,105.48,174.19,26.452,64.516,5.0108
6502,74.516,174.19,26.452,64.516,4.9786
6503,43.548,174.19,26.452,64.516,5.2547
6504,17.742,174.19,26.452,64.516,5.5783
6505,-2.9032,174.19,26.452,64.516,3.0691
6528,82.105,60,173.91,424.18,2.7643
6540,29.895,167.32,34.577,84.335,2.8049
6554,512.86,17.143,117.14,285.71,3.0521
6560,2.4779,173.65,28.991,70.709,2.7796
6561,77.053,153.8,34.577,84.335,3.0328
6563,232,147.04,34.577,84.335,3.2141
6564,307.5,142,41,100,3.0387
6583,556.54,170.77,31.538,76.923,3.0227
6584,562.69,170.77,31.538,76.923,2.818
6591,566.22,174.65,24.322,59.321,3.2549
6592,564.84,169.03,26.452,64.516,3.6457
6595,559.68,174.19,26.452,64.516,2.9976
6596,559.68,174.19,26.452,64.516,3.3126
6597,559.68,174.19,26.452,64.516,3.2648
6598,589.93,179.41,24.322,59.321,3.439
6707,199.62,195.38,31.538,76.923,2.7858
6717,245.98,204.92,37.762,92.102,2.7788
6718,253.33,204.92,37.762,92.102,2.819
6719,260.69,204.92,37.762,92.102,2.8175
6721,284.21,60,173.91,424.18,2.7816
6729,184.51,198.7,65.772,161.28,0.5262
6730,151,172,82,200,3.2209
6731,343,172,82,200,3.6726
6732,423,172,82,200,3.3326
6733,519,172,82,200,3.3182
6835,365.77,201.54,31.538,76.923,2.9301
6851,179.77,204.92,37.762,92.102,2.839
6947,163.26,188.91,24.322,59.321,2.8907
6957,199.62,183.08,31.538,76.923,2.7967
6967,519.62,170.77,31.538,76.923,3.8368
6968,525.77,170.77,31.538,76.923,3.4118
6969,519.62,170.77,31.538,76.923,4.1184
6970,519.62,170.77,31.538,76.923,4.0225
6971,514.95,167.32,34.577,84.335,4.5112
6972,513.46,170.77,31.538,76.923,4.3916
6973,513.46,170.77,31.538,76.923,4.2224
6974,513.46,170.77,31.538,76.923,3.6679
6975,513.46,170.77,31.538,76.923,3.6239
6976,513.46,170.77,31.538,76.923,3.7021
6977,507.31,170.77,31.538,76.923,3.7914
6978,500.88,173.65,28.991,70.709,3.2868
6979,501.47,174.08,34.577,84.335,2.996
6980,507.31,170.77,31.538,76.923,3.1399
6981,507.31,170.77,31.538,76.923,3.0795
6982,500.88,173.65,28.991,70.709,2.9948
6983,500.88,173.65,28.991,70.709,3.1439
6984,500.88,173.65,28.991,70.709,2.8892
6985,501.47,167.32,34.577,84.335,3.1734
6986,494.74,174.08,34.577,84.335,2.9938
6988,495,176.92,31.538,76.923,2.9209
6989,494.74,174.08,34.577,84.335,3.3974
6990,501.15,176.92,31.538,76.923,3.6847
6991,507.31,176.92,31.538,76.923,3.4157
6992,501.15,176.92,31.538,76.923,3.7647
6993,508.21,174.08,34.577,84.335,4.0765
6994,508.21,174.08,34.577,84.335,4.012
6995,513.46,176.92,31.538,76.923,4.0622
6996,513.46,176.92,31.538,76.923,3.7709
6997,513.46,176.92,31.538,76.923,4.0403
6998,519.62,176.92,31.538,76.923,4.2876
6999,521.68,174.08,34.577,84.335,4.4516
7000,521.68,174.08,34.577,84.335,4.3135
7001,525.77,176.92,31.538,76.923,4.1167
7002,528.42,174.08,34.577,84.335,4.3865
7003,528.42,174.08,34.577,84.335,3.953
7004,528.42,174.08,34.577,84.335,4.2576
7005,532.87,175.38,37.762,92.102,4.2788
7006,540.23,175.38,37.762,92.102,4.1303
7007,540.23,175.38,37.762,92.102,4.2885
7008,547.59,175.38,37.762,92.102,3.7206
7009,525.52,175.38,37.762,92.102,3.57
7010,525.52,175.38,37.762,92.102,3.8762
7011,531.5,166,41,100,4.2441
7012,571.5,166,41,100,4.3241
7013,579.5,166,41,100,4.9003
7014,587.5,174,41,100,4.3073
7015,600,163.64,44.846,109.38,3.9582
7016,571.5,174,41,100,3.9977
7017,571.15,153.91,53.647,130.85,3.789
7018,586.87,160.8,49.058,119.65,4.0418
7019,592.13,153.91,53.647,130.85,3.4613
7028,461.61,174.19,26.452,64.516,2.7568
7029,466.9,168,28.991,70.709,2.97
7031,466.9,168,28.991,70.709,2.7511
7032,466.9,168,28.991,70.709,2.8125
7033,466.9,168,28.991,70.709,3.088
7036,480.89,203.17,24.322,59.321,2.8089
7037,475.5,166,41,100,2.8322
7038,462.69,151.2,49.058,119.65,3.087
7040,453.13,160.8,49.058,119.65,2.8232
7041,483.89,179.29,28.991,70.709,2.9282
7045,353.51,115.71,88.314,215.4,2.7977
7046,337.69,169.23,63.077,153.85,3.0565
7047,311.82,141.82,74.545,181.82,2.8962
7048,301.81,147.63,75.723,186.31,0.073724
7049,268.18,156.36,74.545,181.82,2.8117
7050,231,140,82,200,3.477
7051,501.47,167.32,34.577,84.335,3.1683
7052,177.21,169.63,46.874,114.98,0.086298
7053,513.46,176.92,31.538,76.923,3.1429
7055,529.26,198.44,27.145,66.54,0.43714
7056,521.68,180.85,34.577,84.335,2.8855
7057,525.52,175.38,37.762,92.102,2.9634
7058,538.08,189.23,31.538,76.923,2.9833
7059,538.08,189.23,31.538,76.923,3.2039
7060,575.58,180.85,34.577,84.335,3.5738
7061,571.5,166,41,100,3.5388
7062,577.01,168,37.762,92.102,3.5637
7063,579.5,166,41,100,3.9785
7064,579.5,166,41,100,3.8989
7065,579.5,166,41,100,3.9832
7066,579.5,166,41,100,3.5177
7067,587.5,166,41,100,3.7473
7068,587.5,166,41,100,3.4437
7069,564.93,163.64,44.846,109.38,3.4053
7070,571.5,166,41,100,3.7215
7071,603.5,166,41,100,3.3172
7072,579.5,166,41,100,2.8945
7073,603.5,158,41,100,2.8781
7082,591.23,172.36,44.846,109.38,2.8671
7091,517.88,173.65,28.991,70.709,3.1758
7093,11.556,184.16,24.322,59.321,2.8655
7096,575,176.92,31.538,76.923,2.9724
7097,582.32,167.32,34.577,84.335,3.6869
7098,599.62,170.77,31.538,76.923,3.5047
7099,605.77,176.92,31.538,76.923,3.3411
7123,434.11,160.56,34.577,84.335,2.8644
7124,438.58,168,28.991,70.709,3.1442
7125,470.38,164.62,31.538,76.923,2.86
7126,464.23,170.77,31.538,76.923,3.605
7127,439.62,170.77,31.538,76.923,3.5184
7128,467.79,167.32,34.577,84.335,3.3667
7129,466.67,160.62,37.762,92.102,3.1771
7130,466.67,168,37.762,92.102,3.2453
7131,434.11,174.08,34.577,84.335,3.5458
7132,461.05,174.08,34.577,84.335,3.627
7133,454.32,174.08,34.577,84.335,3.365
7134,427.5,166,41,100,3.9974
7135,429.89,175.38,37.762,92.102,3.4899
7136,440.84,180.85,34.577,84.335,3.7399
7137,435.5,174,41,100,3.7779
7138,437.24,182.77,37.762,92.102,3.6437
7139,434.11,187.61,34.577,84.335,3.994
7140,429.89,182.77,37.762,92.102,3.6249
7141,429.89,190.15,37.762,92.102,3.5889
7142,422.53,190.15,37.762,92.102,3.4572
7143,444.6,190.15,37.762,92.102,3.5994
7144,400.46,190.15,37.762,92.102,3.6097
7145,407.82,190.15,37.762,92.102,3.823
7146,393.1,197.54,37.762,92.102,3.4892
7147,371.03,197.54,37.762,92.102,3.4074
7148,348.97,197.54,37.762,92.102,4.1352
7149,304.83,197.54,37.762,92.102,3.9388
7150,253.33,197.54,37.762,92.102,3.6162
7151,195.5,190,41,100,3.6735
7152,115.5,198,41,100,3.8188
7153,35.5,198,41,100,3.5322
7192,480.89,179.41,24.322,59.321,3.5279
7193,485.63,179.41,24.322,59.321,3.5677
7194,492.58,179.35,26.452,64.516,3.8528
7195,497.74,179.35,26.452,64.516,3.8414
7196,508.06,179.35,26.452,64.516,3.6309
7197,513.23,179.35,26.452,64.516,3.4303
7198,519.62,170.77,31.538,76.923,3.7066
7199,525.77,170.77,31.538,76.923,3.3608
7200,531.92,170.77,31.538,76.923,3.2762
7201,547.59,168,37.762,92.102,4.3457
7202,554.94,168,37.762,92.102,3.7306
7203,569.66,160.62,37.762,92.102,3.4402
7204,579.5,158,41,100,3.7942
7205,595.5,158,41,100,3.5141
7206,570,169.03,26.452,64.516,3.0509
7245,580.18,162.35,28.991,70.709,2.8165
7253,514.07,169.9,24.322,59.321,3.0922
7254,523.55,169.03,26.452,64.516,2.9994
7255,528.3,169.9,24.322,59.321,3.1338
7256,540.53,162.35,28.991,70.709,3.7528
7257,550.38,164.62,31.538,76.923,3.2532
7258,563.19,162.35,28.991,70.709,3.2374
7260,571.5,150,41,100,3.0566
7262,428.74,174.65,24.322,59.321,3.8849
7263,415.16,174.19,26.452,64.516,3.9315
7264,414.52,174.65,24.322,59.321,5.0762
7265,409.78,174.65,24.322,59.321,5.1674
7266,405.04,174.65,24.322,59.321,5.2146
7267,404.84,174.19,26.452,64.516,4.5089
7268,394.52,174.19,26.452,64.516,4.8338
7269,432.92,162.35,28.991,70.709,4.0231
7270,425.48,169.03,26.452,64.516,4.3069
7271,371.92,164.62,31.538,76.923,4.544
7272,365.77,170.77,31.538,76.923,5.1432
7273,404.6,168,28.991,70.709,4.5635
7274,346.53,167.32,34.577,84.335,4.6137
7275,334.25,168,37.762,92.102,4.2897
7276,319.54,168,37.762,92.102,4.137
7277,304.83,168,37.762,92.102,4.0664
7278,291.5,166,41,100,4.5617
7279,283.5,166,41,100,4.0065
7280,259.5,174,41,100,3.4789
7281,251.5,174,41,100,3.5027
7282,227.5,174,41,100,3.1837
7283,171.5,166,41,100,4.1398
7284,266.85,154.91,44.846,109.38,4.132
7285,249.32,154.91,44.846,109.38,4.0011
7286,106.21,175.38,37.762,92.102,4.5337
7287,203.93,143.48,53.647,130.85,3.855
7288,91.538,144.62,63.077,153.85,4.2924
7289,30.137,163.64,44.846,109.38,3.9578
7290,151.48,143.48,53.647,130.85,4.9962
7291,19.167,143.33,68.333,166.67,4.6645
7292,243.85,165.15,24.322,59.321,3.6219
7293,79.231,132.31,63.077,153.85,4.2747
7294,57.049,153.91,53.647,130.85,4.6753
7295,32.5,130,68.333,166.67,4.3719
7296,219.03,163.87,26.452,64.516,3.8613
7298,206.37,168,28.991,70.709,3.1809
7299,172.58,174.19,26.452,64.516,3.1677
7306,77.926,184.16,24.322,59.321,4.7761
7307,44.741,184.16,24.322,59.321,3.7787
7308,92.148,184.16,24.322,59.321,4.0299
7309,243.85,179.41,24.322,59.321,3.5733
7310,144.3,184.16,24.322,59.321,4.2726
7311,125.33,184.16,24.322,59.321,4.1713
7312,115.85,184.16,24.322,59.321,4.5854
7313,110.09,173.65,28.991,70.709,4.1302
7314,105.48,184.52,26.452,64.516,4.2968
7315,158.52,188.91,24.322,59.321,5.0638
7316,296.45,179.35,26.452,64.516,3.9355
7317,-10.909,129.6,98.974,241.4,3.4669
7318,8.4848,129.6,98.974,241.4,3.604
7319,47.273,129.6,98.974,241.4,4.4985
7320,70.968,120,106.29,259.24,4.4565
7321,86.061,129.6,98.974,241.4,4.3646
7322,53.871,184.52,26.452,64.516,4.7621
7323,132.9,120,106.29,259.24,4.1273
7324,24.865,132.86,88.314,215.4,4.0486
7325,42.162,132.86,88.314,215.4,4.8064
7326,59.459,132.86,88.314,215.4,5.1471
7327,256.77,120,106.29,259.24,4.5333
7328,298.06,120,106.29,259.24,4.515
7329,128.65,132.86,88.314,215.4,5.2309
7330,357.58,129.6,98.974,241.4,4.4432
7331,380.65,120,106.29,259.24,4.3519
7332,202.42,129.6,98.974,241.4,4.914
7333,232.43,132.86,88.314,215.4,4.5607
7334,260.61,129.6,98.974,241.4,4.2259
7396,523.2,120,130.47,318.22,2.8346
7397,497.6,120,130.47,318.22,3.1955
7398,490,131.43,117.14,285.71,3.0008
7399,467.14,131.43,117.14,285.71,3.8466
7401,421.94,140.87,106.29,259.24,3.0352
7402,401.29,140.87,106.29,259.24,3.5573
7403,396.36,148.8,98.974,241.4,3.2928
7404,376.97,148.8,98.974,241.4,3.0572
7405,353.51,150,88.314,215.4,3.1843
7406,336.22,167.14,88.314,215.4,3.1015
7407,318.92,150,88.314,215.4,3.2573
7408,301.62,150,88.314,215.4,3.1267
7409,295,156,82,200,3.9053
7410,284.32,150,88.314,215.4,3.5656
7411,263,156,82,200,3.2875
7412,263,156,82,200,2.983
7413,225,46.667,136.67,333.33,3.1623
7414,231,156,82,200,3.2167
7415,215.14,150,88.314,215.4,3.7069
7416,215,156,82,200,3.7744
7417,199,156,82,200,3.3811
7418,192.5,170,68.333,166.67,3.0411
7419,523.2,120,130.47,318.22,3.265
7420,491.67,126.67,136.67,333.33,3.3374
7421,472,120,130.47,318.22,3.5508
7422,444.29,131.43,117.14,285.71,3.4521
7423,438.33,100,136.67,333.33,3.8469
7424,137.27,156.36,74.545,181.82,3.1047
7425,375.71,131.43,117.14,285.71,3.3315
7426,112.5,170,68.333,166.67,2.9473
7427,112.5,170,68.333,166.67,3.3196
7428,360,140.28,34.577,84.335,3.4116
7429,333.05,140.28,34.577,84.335,3.1211
7430,50,156.36,74.545,181.82,3.3225
7431,32.5,170,68.333,166.67,3.2099
7432,16.429,180,58.571,142.86,3.0041
7433,215,172,82,200,3.6688
7434,91.494,145.85,37.762,92.102,3.3728
7436,23,172,82,200,2.9199
7485,585.48,179.35,26.452,64.516,3.973
7486,594.67,184.16,24.322,59.321,3.1796
7530,597.17,173.65,28.991,70.709,2.9986
7534,528.3,174.65,24.322,59.321,3.229
7542,514.82,181.69,23.964,58.654,0.12876
7545,551.21,178.27,25.062,61.454,0.22495
7547,574.51,168,28.991,70.709,2.809
7548,589.05,160.56,34.577,84.335,2.7618
7554,483.5,134,41,100,3.2025
7557,513.23,163.87,26.452,64.516,2.9361
7558,528.71,163.87,26.452,64.516,3.2125
